trip_uuid,data,trip_creation_time,route_schedule_uuid,route_type,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,num_stops,source_hub,destination_hub,intermediate_hub,corridor,shipment_priority,vehicle_type,vehicle_speed_factor,delivery_time_hrs,actual_delivery_time,route_distance,delay_minutes,promised_delivery_time,sla_breach,shipment_datetime,hour_of_day,day_of_week_num,day_of_week,month,is_weekend,is_peak_hour,quarter,time_of_day,weather_condition,weather_risk,priority_rank,hub_load,hub_capacity,traffic_level,congestion_score,route_id,avg_delay_per_route,route_volume,base_speed,est_travel_hrs,delay_ratio,traffic_weather_interaction,distance_congestion,stops_delay_interaction,capacity_utilization,sla_margin_hrs,shipment_id,source_hub_enc,destination_hub_enc,weather_condition_enc,route_type_enc,shipment_priority_enc,route_id_enc,vehicle_type_enc,corridor_enc,time_of_day_enc,day_of_week_enc,route_distance_norm,traffic_level_norm,hub_load_norm,num_stops_norm,congestion_score_norm,avg_delay_per_route_norm,est_travel_hrs_norm,weather_risk_norm,priority_rank_norm
trip-153818213417358169,test,2018-09-29 00:48:54.173838,thanos::sroute:64d4c6c9-ffb9-4794-b9f1-05f064c9dd0d,FTL,IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-29 00:48:54.173838,2018-09-30 14:22:43.766510,2253.0,False,1114,2018-09-29 05:46:04,1114.6865397894048,1945.0,997.0,1368.2172,1.9508525576730191,34.0,17.0,17.078799999999998,2.0,51,Delhi,Mumbai,,Western Corridor,Standard,FTL Truck,1.0,32.417,32.417,1114.7,948.0,72,0,2018-09-29 00:48:54.173838,0,5,Saturday,9,1,0,3,Night,Storm,5,2,1.0,4800,0.385,0.631,Delhi_Mumbai,756.99,68,65,17.149,0.92,1.925,703.38,48348.0,4800.0,39.583,trip-153818213417358169,6,13,4,1,3,88,1,8,4,2,0.5763657214345288,0.3166666666666667,1.0,0.5,0.5679156908665105,0.43231867504283267,0.575478745076735,1.0,0.3333333333333333
trip-153818220688430250,test,2018-09-29 00:50:06.884518,thanos::sroute:e51683f5-1083-4a25-b316-e01744a8144b,FTL,IND507303AAA,Sathupally_VidyaNGR_D (Telangana),IND507002AAA,Khammam_NSTRoad_I (Telangana),2018-09-29 10:03:14.685826,2018-09-29 14:09:12.213098,245.0,False,70,2018-09-29 10:35:46,70.73072550050074,137.0,54.0,77.4071,2.537037037037037,8.0,3.0,4.5047,2.6666666666666665,12,Lucknow,Bangalore,,General Network,Standard,FTL Truck,1.0,2.283,2.283,70.7,83.0,72,0,2018-09-29 00:50:06.884518,0,5,Saturday,9,1,0,3,Night,Heavy Rain,4,2,0.564,2000,0.547,0.554,Lucknow_Bangalore,230.07,42,65,1.088,1.252,2.188,39.17,996.0,1128.0,69.717,trip-153818220688430250,12,1,2,1,3,161,1,1,4,2,0.032162218515429525,0.49666666666666676,0.45499999999999996,0.11,0.4777517564402811,0.1313934894346088,0.030150753768844227,0.75,0.3333333333333333
trip-153818223475223259,test,2018-09-29 00:50:34.752456,thanos::sroute:16abf49b-3f11-48e2-962c-07fcc0130448,FTL,IND144040AAA,Nakodar_ChowkDPP_D (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),2018-09-29 04:35:59.356114,2018-09-29 05:31:12.701065,55.0,False,21,2018-09-29 04:50:34,21.133212701583137,36.0,19.0,23.6815,1.894736842105263,36.0,19.0,23.6815,1.894736842105263,2,Chandigarh,Chandigarh,,General Network,Standard,FTL Truck,1.0,0.6,0.6,21.1,17.0,72,0,2018-09-29 00:50:34.752456,0,5,Saturday,9,1,0,3,Night,Rain,3,2,0.383,1000,0.34,0.357,Chandigarh_Chandigarh,72.69,508,65,0.325,0.829,1.02,7.53,34.0,383.0,71.4,trip-153818223475223259,3,3,3,1,3,43,1,1,4,2,0.006307339449541286,0.2666666666666667,0.22875,0.01,0.2470725995316159,0.041513420902341516,0.004244193942686405,0.5,0.3333333333333333
trip-153818227968802218,test,2018-09-29 00:51:19.688294,thanos::sroute:ae08e84c-e6e4-411a-8c2f-27af4cfc9579,FTL,IND281121AAB,Vrindavan_MathuraRD_D (Uttar Pradesh),IND110037AAM,Delhi_Airport_H (Delhi),2018-09-29 05:13:41.569610,2018-09-29 10:28:30.589996,314.0,False,125,2018-09-29 05:41:35,125.5187487269667,266.0,118.0,154.8812,2.254237288135593,30.0,18.0,20.0162,1.6666666666666667,6,Lucknow,Delhi,,UP Corridor,Standard,FTL Truck,1.0,4.433,4.433,125.5,148.0,72,0,2018-09-29 00:51:19.688294,0,5,Saturday,9,1,0,3,Night,Storm,5,2,0.564,2000,0.471,0.508,Lucknow_Delhi,361.17,294,65,1.931,1.266,2.355,63.75,888.0,1128.0,67.567,trip-153818227968802218,12,6,4,1,3,166,1,7,4,2,0.06072768974145121,0.4122222222222222,0.45499999999999996,0.049999999999999996,0.4238875878220141,0.2062649914334666,0.05877359771832134,1.0,0.3333333333333333
trip-153818232740977359,test,2018-09-29 00:52:07.410028,thanos::sroute:ba05c968-4aad-49ce-bf38-21469494acc4,Carting,IND209801AAA,Unnao_VikasRam_D (Uttar Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-29 03:31:43.703126,2018-09-29 10:46:30.122992,434.0,False,35,2018-09-29 06:05:35,35.812921100290545,261.0,31.0,44.9116,8.419354838709678,0.0,6.0,8.215200000000001,0.0,10,Lucknow,Lucknow,,General Network,Express,Express Van,1.15,4.35,4.35,35.8,230.0,48,0,2018-09-29 00:52:07.410028,0,5,Saturday,9,1,0,3,Night,Rain,3,3,0.564,2000,1.0,0.826,Lucknow_Lucknow,145.38,607,45,0.796,4.717,3.0,29.57,2300.0,1128.0,43.65,trip-153818232740977359,12,12,3,0,1,172,0,1,4,2,0.013969974979149289,1.0,0.45499999999999996,0.09000000000000001,0.7962529274004684,0.08302684180468303,0.020236316718728782,0.5,0.6666666666666667
trip-153818237038871101,test,2018-09-29 00:52:50.389110,thanos::sroute:f7b54136-5ef6-4109-9611-0fa63d90b256,Carting,IND140901AAA,Chandigarh_Mullanpr_DC (Chandigarh),IND160055AAA,Chandigarh_Mohali (Chandigarh),2018-09-29 02:32:02.483385,2018-09-29 03:20:31.234114,48.0,False,10,2018-09-29 02:54:15,10.99151544570046,22.0,13.0,13.0254,1.6923076923076923,4.0,2.0,2.2011,2.0,2,Chandigarh,Chandigarh,,General Network,Express,Express Van,1.15,0.367,0.367,11.0,9.0,48,0,2018-09-29 00:52:50.389110,0,5,Saturday,9,1,0,3,Night,Rain,3,3,0.383,1000,0.271,0.316,Chandigarh_Chandigarh,72.69,508,45,0.244,0.575,0.813,3.48,18.0,383.0,47.633,trip-153818237038871101,3,3,3,0,1,43,0,1,4,2,0.0010425354462051707,0.19000000000000006,0.22875,0.01,0.19906323185011707,0.041513420902341516,0.0014939562678256135,0.5,0.6666666666666667
trip-153818243775400579,test,2018-09-29 00:53:57.754260,thanos::sroute:adfe08d8-90c1-4170-aea7-04ce5691b435,FTL,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),2018-09-29 17:43:35.973316,2018-09-30 01:08:24.216274,444.0,False,182,2018-09-29 21:26:29,182.0562255790804,219.0,139.0,195.9849,1.5755395683453235,24.0,7.0,9.8846,3.4285714285714284,27,Lucknow,Lucknow,,General Network,Economy,FTL Truck,1.0,3.65,3.65,182.1,80.0,120,0,2018-09-29 00:53:57.754260,0,5,Saturday,9,1,0,3,Night,Heavy Rain,4,1,0.564,2000,0.269,0.387,Lucknow_Lucknow,145.38,607,65,2.802,0.473,1.076,70.47,2160.0,1128.0,116.35,trip-153818243775400579,12,12,2,1,0,172,1,1,4,2,0.09023144286905754,0.18777777777777782,0.45499999999999996,0.26,0.2822014051522248,0.08302684180468303,0.0883471411109602,0.75,0.0
trip-153818244828109704,test,2018-09-29 00:54:08.281350,thanos::sroute:82a004e5-81e1-41f3-97ee-4945e70a98cc,FTL,IND204101AAA,Hathras (Uttar Pradesh),IND202001AAB,Aligarh_KhirByps_I (Uttar Pradesh),2018-09-29 02:52:34.411615,2018-09-29 06:18:32.642409,205.0,False,35,2018-09-29 02:53:40,35.69059285723404,134.0,33.0,41.031,4.0606060606060606,62.0,9.0,11.0636,6.888888888888889,2,Lucknow,Lucknow,,General Network,Standard,FTL Truck,1.0,2.233,2.233,35.7,101.0,72,0,2018-09-29 00:54:08.281350,0,5,Saturday,9,1,0,3,Night,Rain,3,2,0.564,2000,0.982,0.815,Lucknow_Lucknow,145.38,607,65,0.549,2.976,2.946,29.1,202.0,1128.0,69.767,trip-153818244828109704,12,12,3,1,3,172,1,1,4,2,0.013917848206839032,0.98,0.45499999999999996,0.01,0.7833723653395784,0.08302684180468303,0.011849789487980442,0.5,0.3333333333333333
trip-153818255057771730,test,2018-09-29 00:55:50.577962,thanos::sroute:b62ab3ed-c60b-47d2-8c91-fe62135912dc,Carting,IND302020AAA,Jaipur_VarunCly_DC (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),2018-09-29 04:14:32.334966,2018-09-29 06:08:58.579642,114.0,False,9,2018-09-29 04:32:36,9.53223574466412,81.0,11.0,11.9393,7.363636363636363,0.0,2.0,2.301,0.0,4,Jaipur,Jaipur,,General Network,Express,Express Van,1.15,1.35,1.35,9.5,70.0,48,0,2018-09-29 00:55:50.577962,0,5,Saturday,9,1,0,3,Night,Rain,3,3,0.388,2200,1.0,0.755,Jaipur_Jaipur,105.5,426,45,0.211,5.124,3.0,7.17,280.0,854.0,46.65,trip-153818255057771730,9,9,3,0,1,132,0,1,4,2,0.0002606338615512927,1.0,0.235,0.03,0.7131147540983607,0.06025128498001142,0.0003734890669564034,0.5,0.6666666666666667
trip-153818261138711117,test,2018-09-29 00:56:51.387382,thanos::sroute:387e7ab9-2237-48b1-af49-2508ce23994c,FTL,IND151506AAA,Jhunir_BhaRDDPP_D (Punjab),IND151001AAA,Bhatinda_DPC (Punjab),2018-09-29 04:41:35.577068,2018-09-29 13:26:06.836440,524.0,False,63,2018-09-29 05:26:13,63.871754557036695,99.0,72.0,80.7177,1.375,33.0,34.0,22.6595,0.9705882352941176,3,Chandigarh,Chandigarh,,General Network,Economy,FTL Truck,1.0,1.65,1.65,63.9,27.0,120,0,2018-09-29 00:56:51.387382,0,5,Saturday,9,1,0,3,Night,Storm,5,1,0.383,1000,0.207,0.277,Chandigarh_Chandigarh,72.69,508,65,0.983,0.45,1.035,17.7,81.0,383.0,118.35,trip-153818261138711117,3,3,4,1,0,43,1,1,4,2,0.028617597998331943,0.11888888888888889,0.22875,0.019999999999999997,0.15339578454332556,0.041513420902341516,0.02658563085698764,1.0,0.0
trip-153818268668900240,test,2018-09-29 00:58:06.689250,thanos::sroute:8cb0fd6d-298f-4688-a2b6-fe483e825e83,Carting,IND395001AAA,Surat_Central_D_9 (Gujarat),IND395023AAD,Surat_Central_I_4 (Gujarat),2018-09-29 02:46:27.745751,2018-09-29 05:38:08.688381,171.0,False,9,2018-09-29 03:03:54,9.418763448666368,106.0,14.0,14.295,7.571428571428571,0.0,0.0,0.0,-1.0,4,Surat,Surat,,General Network,Same-Day,Express Van,1.15,1.767,1.767,9.4,92.0,24,0,2018-09-29 00:58:06.689250,0,5,Saturday,9,1,0,3,Night,Rain,3,4,0.278,1800,1.0,0.711,Surat_Surat,78.88,80,45,0.209,6.795,3.0,6.68,368.0,500.0,22.233,trip-153818268668900240,17,17,3,0,2,253,0,1,4,2,0.00020850708924103484,1.0,0.09750000000000003,0.03,0.6615925058548009,0.04504854368932039,0.0003055819638734204,0.5,1.0
trip-153818268743698538,test,2018-09-29 00:58:07.437222,thanos::sroute:79fac025-5965-4e58-986a-64c8f91baad0,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),2018-09-29 00:58:07.437222,2018-09-29 04:19:06.117356,200.0,False,20,2018-09-29 02:15:57,20.59642440331772,39.0,20.0,25.2317,1.95,2.0,1.0,2.0363,2.0,3,Mumbai,Mumbai,,General Network,Express,Express Van,1.15,0.65,0.65,20.6,19.0,48,0,2018-09-29 00:58:07.437222,0,5,Saturday,9,1,0,3,Night,Heavy Rain,4,3,0.947,5000,0.357,0.593,Mumbai_Mumbai,85.41,1888,45,0.458,0.667,1.428,12.22,57.0,4735.0,47.35,trip-153818268743698538,13,13,2,0,1,189,0,1,4,2,0.006046705587989992,0.28555555555555556,0.9337499999999999,0.019999999999999997,0.5234192037470726,0.04877784123358081,0.00876001629770474,0.75,0.6666666666666667
trip-153818269718684193,test,2018-09-29 00:58:17.187103,thanos::sroute:681eb64a-f4d4-4691-9791-efaece519bad,FTL,IND508207AAB,Miryalguda_Ragvendr_D (Telangana),IND507002AAA,Khammam_NSTRoad_I (Telangana),2018-09-29 04:09:34.848013,2018-09-29 14:02:24.056574,592.0,False,76,2018-09-29 04:23:38,76.7269070017936,195.0,65.0,88.6631,3.0,20.0,9.0,13.1614,2.2222222222222223,9,Chandigarh,Bangalore,,General Network,Economy,FTL Truck,1.0,3.25,3.25,76.7,130.0,120,0,2018-09-29 00:58:17.187103,0,5,Saturday,9,1,0,3,Night,Heavy Rain,4,1,0.383,1000,0.686,0.565,Chandigarh_Bangalore,317.11,9,65,1.18,1.811,2.744,43.34,1170.0,383.0,116.75,trip-153818269718684193,3,1,2,1,0,41,1,1,4,2,0.03528982485404504,0.6511111111111112,0.22875,0.08,0.49063231850117095,0.18110222729868647,0.03327448051066141,0.75,0.0
trip-153818279582274660,test,2018-09-29 00:59:55.822994,thanos::sroute:72e781c2-fa6f-4cd3-926a-69f5781d6125,FTL,IND272001AAA,Basti_GndhiNgr_D (Uttar Pradesh),IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),2018-09-29 13:24:57.681545,2018-09-29 16:38:50.982257,193.0,False,60,2018-09-29 14:05:54,60.11941460926459,113.0,79.0,109.2763,1.4303797468354431,21.0,16.0,20.4375,1.3125,3,Lucknow,Lucknow,,General Network,Economy,FTL Truck,1.0,1.883,1.883,60.1,34.0,120,0,2018-09-29 00:59:55.822994,0,5,Saturday,9,1,0,3,Night,Heavy Rain,4,1,0.564,2000,0.224,0.36,Lucknow_Lucknow,145.38,607,65,0.925,0.602,0.896,21.64,102.0,1128.0,118.117,trip-153818279582274660,12,12,2,1,0,172,1,1,4,2,0.026636780650542115,0.13777777777777778,0.45499999999999996,0.019999999999999997,0.25058548009367676,0.08302684180468303,0.024616324867581155,0.75,0.0
trip-153818287044286227,test,2018-09-29 01:01:10.443118,thanos::sroute:7fcb59da-b2ba-4425-98dd-9ea8d664af35,Carting,IND363641AAA,Morbi_DC (Gujarat),IND363621AAB,Wankaner_JivanDPP_D (Gujarat),2018-09-29 03:20:46.330684,2018-09-29 04:38:12.961589,77.0,False,26,2018-09-29 03:35:56,26.57368173364493,61.0,33.0,34.2864,1.8484848484848484,21.0,13.0,13.9625,1.6153846153846154,3,Ahmedabad,Ahmedabad,,General Network,Same-Day,Express Van,1.15,1.017,1.017,26.6,28.0,24,0,2018-09-29 01:01:10.443118,1,5,Saturday,9,1,0,3,Night,Heavy Rain,4,4,0.381,2600,0.338,0.355,Ahmedabad_Ahmedabad,53.23,465,45,0.591,0.768,1.352,9.44,84.0,991.0,22.983,trip-153818287044286227,0,0,2,0,2,0,0,1,4,2,0.009174311926605505,0.2644444444444445,0.22625,0.019999999999999997,0.24473067915690863,0.030399771559109078,0.013275838652723073,0.75,1.0
trip-153818311656613433,test,2018-09-29 01:05:16.566385,thanos::sroute:7ad94abf-fba3-417d-88e9-c6350313f407,FTL,IND152026AAA,Muktsar_DPC (Punjab),IND152101AAA,Giddarbaha_DC (Punjab),2018-09-29 01:05:16.566385,2018-09-29 02:09:06.250485,63.0,False,29,2018-09-29 01:26:24,29.232336924486287,40.0,34.0,47.0594,1.1764705882352942,7.0,7.0,7.254,1.0,2,Chandigarh,Chandigarh,,General Network,Economy,FTL Truck,1.0,0.667,0.667,29.2,6.0,120,0,2018-09-29 01:05:16.566385,1,5,Saturday,9,1,0,3,Night,Storm,5,1,0.383,1000,0.143,0.239,Chandigarh_Chandigarh,72.69,508,65,0.449,0.215,0.715,6.98,12.0,383.0,119.333,trip-153818311656613433,3,3,4,1,0,43,1,1,4,2,0.010529608006672225,0.047777777777777766,0.22875,0.01,0.10889929742388757,0.041513420902341516,0.008454434333831319,1.0,0.0
trip-153818314049194319,test,2018-09-29 01:05:40.492229,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,IND423701AAB,Vaijiapur_YeolaRD_D (Maharashtra),IND422011AAD,Nashik_TgrniaRD_I (Maharashtra),2018-09-29 09:04:49.711493,2018-09-29 12:20:12.118585,195.0,False,95,2018-09-29 09:47:54,95.3497044803325,150.0,81.0,112.638,1.851851851851852,2.0,0.0,1.0476,-1.0,33,Mumbai,Mumbai,,General Network,Express,Express Van,1.15,2.5,2.5,95.3,69.0,48,0,2018-09-29 01:05:40.492229,1,5,Saturday,9,1,0,3,Night,Rain,3,3,0.947,5000,0.349,0.588,Mumbai_Mumbai,85.41,1888,45,2.118,0.539,1.047,56.04,2277.0,4735.0,45.5,trip-153818314049194319,13,13,3,0,1,189,0,1,4,2,0.04498540450375313,0.27666666666666667,0.9337499999999999,0.32,0.5175644028103045,0.04877784123358081,0.06512291185658019,0.5,0.6666666666666667
trip-153818327834012967,test,2018-09-29 01:07:58.340340,thanos::sroute:15c921f8-8a40-44cc-95ac-59f93d25f780,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-29 01:07:58.340340,2018-09-30 18:14:00.409945,2466.0,False,1269,2018-09-29 04:00:19,1269.2105129224897,2281.0,1166.0,1637.7653,1.956260720411664,42.0,16.0,15.1669,2.625,58,Delhi,Hyderabad,,General Network,Economy,FTL Truck,1.0,38.017,38.017,1269.2,1115.0,120,0,2018-09-29 01:07:58.340340,1,5,Saturday,9,1,0,3,Night,Heavy Rain,4,1,1.0,4800,0.386,0.632,Delhi_Hyderabad,865.95,62,65,19.526,0.951,1.544,802.13,64670.0,4800.0,81.983,trip-153818327834012967,6,7,2,1,0,83,1,1,4,2,0.6569015846538783,0.3177777777777778,1.0,0.57,0.5690866510538641,0.4945459737292976,0.6561863370908597,0.75,0.0
trip-153818331676679038,test,2018-09-29 01:08:36.767050,thanos::sroute:0ad372b1-418a-4685-873a-bc356d1c5f27,Carting,IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-29 01:08:36.767050,2018-09-29 05:56:10.469245,287.0,False,24,2018-09-29 02:17:40,24.4303814529838,80.0,34.0,35.3852,2.3529411764705883,44.0,16.0,13.522200000000002,2.75,3,Chennai,Chennai,,General Network,Express,Express Van,1.15,1.333,1.333,24.4,46.0,48,0,2018-09-29 01:08:36.767050,1,5,Saturday,9,1,0,3,Night,Heavy Rain,4,3,0.516,3500,0.486,0.498,Chennai_Chennai,44.7,863,45,0.542,1.372,1.944,12.15,138.0,1806.0,46.667,trip-153818331676679038,4,4,2,0,1,56,0,1,4,2,0.008027522935779817,0.42888888888888893,0.395,0.019999999999999997,0.41217798594847777,0.025528269560251286,0.011612114627190006,0.75,0.6666666666666667
trip-153818343247534007,test,2018-09-29 01:10:32.475589,thanos::sroute:f0f4fdd9-43f8-43fb-926c-453bd3033181,Carting,IND273304AAA,Nichlaul_Wardno13_D (Uttar Pradesh),IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),2018-09-29 06:15:14.405623,2018-09-29 14:51:45.961969,516.0,False,74,2018-09-29 06:44:22,74.57386012033939,227.0,61.0,86.1824,3.721311475409836,5.0,2.0,2.2037,2.5,14,Lucknow,Lucknow,,General Network,Express,Express Van,1.15,3.783,3.783,74.6,166.0,48,0,2018-09-29 01:10:32.475589,1,5,Saturday,9,1,0,3,Night,Rain,3,3,0.564,2000,0.898,0.764,Lucknow_Lucknow,145.38,607,45,1.658,1.652,2.694,56.99,2324.0,1128.0,44.217,trip-153818343247534007,12,12,3,0,1,172,0,1,4,2,0.03419516263552961,0.8866666666666667,0.45499999999999996,0.13,0.7236533957845434,0.08302684180468303,0.049504278147494224,0.5,0.6666666666666667
trip-153818374470352843,test,2018-09-29 01:15:44.703806,thanos::sroute:0fe10045-cf65-4c70-8115-4e4cf80124af,FTL,IND504215AAA,Luxettipet_ShivaDPP_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),2018-09-29 08:08:18.740439,2018-09-29 12:06:00.700232,237.0,False,53,2018-09-29 09:32:41,53.265700301502775,141.0,59.0,65.4389,2.389830508474576,18.0,13.0,16.1999,1.3846153846153846,6,Delhi,Bangalore,,General Network,Standard,FTL Truck,1.0,2.35,2.35,53.3,82.0,72,0,2018-09-29 01:15:44.703806,1,5,Saturday,9,1,0,3,Night,Storm,5,2,1.0,4800,0.505,0.703,Delhi_Bangalore,1130.02,82,65,0.82,1.633,2.525,37.47,492.0,4800.0,69.65,trip-153818374470352843,6,1,4,1,3,77,1,1,4,2,0.023092160133444534,0.45,1.0,0.049999999999999996,0.6522248243559718,0.6453569388920617,0.021051201955724567,1.0,0.3333333333333333
trip-153818382972401080,test,2018-09-29 01:17:09.724260,thanos::sroute:a825c950-6a5c-4f67-9e6a-5f91956cad3a,FTL,IND504208AAB,Mancherial_Hitech_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),2018-09-29 08:42:03.910440,2018-09-29 12:13:12.145439,211.0,False,59,2018-09-29 08:50:49,59.92776410046798,95.0,62.0,84.643,1.532258064516129,41.0,30.0,41.0625,1.3666666666666667,9,Nagpur,Bangalore,,General Network,Standard,FTL Truck,1.0,1.583,1.583,59.9,33.0,72,0,2018-09-29 01:17:09.724260,1,5,Saturday,9,1,0,3,Night,Rain,3,2,0.215,1600,0.252,0.237,Nagpur_Bangalore,91.62,13,65,0.922,0.586,0.756,14.2,297.0,344.0,70.417,trip-153818382972401080,14,1,3,1,3,195,1,1,4,2,0.026532527105921598,0.16888888888888892,0.01874999999999999,0.08,0.10655737704918031,0.05232438606510566,0.02451446421295668,0.5,0.3333333333333333
trip-153818388964880815,test,2018-09-29 01:18:09.649060,thanos::sroute:97311d9b-d71a-47dc-8e23-e31619868b43,FTL,IND505184AAC,Manthani_Chaitnya_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),2018-09-29 06:24:51.377194,2018-09-29 12:18:57.807698,354.0,False,63,2018-09-29 06:56:55,63.76840031037747,246.0,66.0,71.582,3.727272727272727,62.0,25.0,22.1173,2.48,5,Patna,Bangalore,,General Network,Standard,FTL Truck,1.0,4.1,4.1,63.8,180.0,72,0,2018-09-29 01:18:09.649060,1,5,Saturday,9,1,0,3,Night,Storm,5,2,0.333,1100,0.901,0.674,Patna_Bangalore,85.18,11,65,0.982,3.004,4.505,43.0,900.0,366.0,67.9,trip-153818388964880815,15,1,4,1,3,209,1,1,4,2,0.02856547122602168,0.8900000000000001,0.16625,0.04,0.6182669789227166,0.04864648772130212,0.02655167730544615,1.0,0.3333333333333333
trip-153818401854121454,test,2018-09-29 01:20:18.541468,thanos::sroute:1f3b54e4-3374-43fd-8ed1-198bb9a5824e,Carting,IND421601AAB,Asangaon_Shahapur_D (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-29 04:35:36.698347,2018-09-29 08:35:29.032306,239.0,False,36,2018-09-29 06:31:56,36.93137406821579,91.0,28.0,40.1809,3.25,0.0,0.0,0.0,-1.0,12,Mumbai,Mumbai,,General Network,Express,Express Van,1.15,1.517,1.517,36.9,63.0,48,0,2018-09-29 01:20:18.541468,1,5,Saturday,9,1,0,3,Night,Heavy Rain,4,3,0.947,5000,0.741,0.823,Mumbai_Mumbai,85.41,1888,45,0.82,1.255,2.964,30.37,756.0,4735.0,46.483,trip-153818401854121454,13,13,2,0,1,189,0,1,4,2,0.014543369474562133,0.7122222222222222,0.9337499999999999,0.11,0.7927400468384075,0.04877784123358081,0.021051201955724567,0.75,0.6666666666666667
trip-153818424967565690,test,2018-09-29 01:24:09.675902,thanos::sroute:71e2489a-fd96-4fff-9ec1-0dc780dc0182,Carting,IND535001AAA,Vizianagaram_NcsRd_DC (Andhra Pradesh),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),2018-09-29 04:52:30.519140,2018-09-29 09:01:53.803138,249.0,False,50,2018-09-29 05:38:34,50.42582338197055,189.0,53.0,70.0942,3.5660377358490565,12.0,3.0,4.1374,4.0,13,Vadodara,Patna,,General Network,Express,Express Van,1.15,3.15,3.15,50.4,136.0,48,0,2018-09-29 01:24:09.675902,1,5,Saturday,9,1,0,3,Night,Storm,5,3,0.223,750,0.85,0.599,Vadodara_Patna,143.8,10,45,1.12,1.994,4.25,30.19,1768.0,167.0,44.85,trip-153818424967565690,18,15,4,0,1,263,0,1,4,2,0.021580483736447036,0.8333333333333333,0.028749999999999998,0.12000000000000001,0.5304449648711944,0.08212450028555113,0.031237267418171948,1.0,0.6666666666666667
trip-153818440244844461,test,2018-09-29 01:26:42.448665,thanos::sroute:eee176ce-1fb2-44a7-8642-3be38fec248c,FTL,IND756032AAA,Jaleswar_NaturDPP_D (Orissa),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-29 12:55:19.640501,2018-09-30 01:33:53.074549,758.0,False,146,2018-09-29 13:18:13,146.29333523205622,323.0,136.0,188.7584,2.375,26.0,13.0,18.2905,2.0,7,Pune,Kolkata,,General Network,Economy,FTL Truck,1.0,5.383,5.383,146.3,187.0,120,0,2018-09-29 01:26:42.448665,1,5,Saturday,9,1,0,3,Night,Rain,3,1,0.355,2800,0.507,0.446,Pune_Kolkata,244.2,10,65,2.251,1.374,1.521,65.25,1309.0,994.0,114.617,trip-153818440244844461,16,11,3,1,0,233,1,1,4,2,0.07157005838198499,0.45222222222222225,0.19374999999999998,0.060000000000000005,0.35128805620608905,0.13946316390633923,0.06963873421159852,0.5,0.0
trip-153818449636009325,test,2018-09-29 01:28:16.360315,thanos::sroute:3a80fce3-d901-45e7-b1bb-48d6d8d1a267,Carting,IND786181AAC,Margherita_CivilHPL_D (Assam),IND786001AAB,Dibrugarh_Bokule_H (Assam),2018-09-29 06:10:34.315242,2018-09-29 09:48:24.460502,217.0,False,70,2018-09-29 06:25:54,70.15730399597442,202.0,60.0,85.56460000000001,3.3666666666666667,16.0,7.0,10.9791,2.2857142857142856,18,Nagpur,Nagpur,,General Network,Express,Express Van,1.15,3.367,3.367,70.2,142.0,48,0,2018-09-29 01:28:16.360315,1,5,Saturday,9,1,0,3,Night,Storm,5,3,0.215,1600,0.793,0.562,Nagpur_Nagpur,119.28,18,45,1.56,1.501,3.965,39.45,2556.0,344.0,44.633,trip-153818449636009325,14,14,4,0,1,202,0,1,4,2,0.03190158465387823,0.77,0.01874999999999999,0.16999999999999998,0.48711943793911017,0.06812107367218732,0.04617683009642809,1.0,0.6666666666666667
